Id,Price
725,160917.97712026208
15856,223733.5003718114
5480,209359.77183896222
15664,357171.35234714457
14275,147421.53627276552
7633,216450.78624098597
13329,165359.80280066223
5502,220663.9402721017
4220,292475.48142127565
11538,210184.6609302715
15975,269609.388306677
3310,217018.86368161562
9286,148183.7836165253
11260,195613.1119576758
5214,107165.18260282351
11307,186303.63865631743
13543,366947.6976601781
615,183780.13861439412
3495,216723.56772483833
2321,242182.06983094197
12046,187425.3962369295
16688,150422.83080111485
12694,225936.1041668413
783,150696.41859226365
8968,168376.26936438857
13454,176552.30593365445
12190,273238.671869742
11160,121226.51782970774
10291,199788.42352522028
891,286407.84831833176
2982,181461.11144573518
3818,254374.14534457494
2449,193954.04162082568
8317,164585.0844938136
4922,180358.97284174812
1257,233495.52376851602
9348,207667.56341833665
4176,183958.4693455506
10704,160372.72032239923
6624,115089.34690341885
5428,164332.92102748854
12749,173194.9338924751
8994,206607.0301504489
11513,145277.37316672492
3047,177878.60065771683
9519,204105.48733557176
12309,244313.72198196856
14081,261811.45982513644
8334,248509.78394900128
6343,181774.13232592263
14788,134435.03998268058
15748,366495.5714601204
153,260047.07333056
14149,185881.53397370465
269,206585.51133991557
5452,139405.31406693175
721,145039.90809864475
5079,339604.5221426444
2831,110344.40240546083
10614,111491.36683375869
10131,272143.2234629074
9996,309305.7435114842
3061,196663.65789754305
11733,333077.44962985755
3726,246902.4524701975
10929,217143.1358002307
9011,400335.56355138076
16182,264553.7807880256
4976,183128.50240131468
9897,243851.72287046246
1872,159250.5103799429
9205,389111.41736013745
5403,384199.40069480805
14074,205791.88172260328
6268,153029.90249778057
14232,165216.45630426888
8532,251141.34454111796
7034,316935.7241887626
6553,483492.4460864102
3133,173310.0068286216
8596,200802.58643389627
12389,249588.22961947758
14462,178419.8667129144
8860,360219.242811535
8377,277501.1895024239
6367,312239.90372704377
6917,261604.2908393012
4216,197619.52929540005
5806,167101.36270129477
5438,187953.81668240082
6632,195102.32853276352
2650,152609.31962514872
5396,211787.51021479585
4044,149706.08090448068
1345,216495.56006882442
856,167316.41979650944
12791,264967.04841797997
12499,217112.1329216487
12249,129835.36804811326
14641,145781.31129821422
1919,164315.5211367815
7848,201781.34265892682
10749,187240.66254850486
15554,191105.51764361662
15834,204457.44301743328
1355,139782.69497439475
15451,178941.90025775987
12401,211394.10681453656
10290,165474.3832943757
9462,119103.31603180729
3103,229728.55540120232
3420,131252.68618932457
12262,246243.1858741673
5032,137955.07729572387
8949,308946.7607008678
15567,229528.49275369247
16389,168336.90485367423
7809,88741.16507653939
8990,149323.10305673073
16089,235715.12807372786
12743,96729.81203869371
5132,123825.23865394945
1619,270637.96185083274
2428,90477.75130380032
16741,168945.66210013372
13193,220428.67755970906
12588,550752.7046353918
5067,171536.05188922715
14685,128899.2252998504
2292,178649.26515648057
5746,123053.09732766224
12578,156674.55902277466
14834,178147.35715371533
2147,173538.17380279224
8222,130158.77329520542
10419,271320.49850780086
11492,216216.7729850478
3006,208167.40855705962
8761,194299.2948155121
15371,356862.18468935095
16367,160038.59043424262
6317,275018.661203468
10878,280844.63426538
3895,152709.70857419688
8041,154090.07815760735
13428,459915.79217473743
14669,158161.54341956798
1006,179389.66120436278
12271,179851.30209595762
3764,397272.8371942287
7675,199683.73378135086
11709,263748.2344254418
8629,148353.99821451228
1105,420361.4123041829
6096,191093.8341749788
11727,215250.2650624088
5157,196006.00262913282
3679,153174.02219588764
1755,132625.29109671427
7391,154368.70078403925
7425,99590.36315602256
6882,421065.35008349014
10752,362632.8421515746
7472,197507.25109271784
14320,96385.27869279316
9596,164412.6496078196
5317,217961.10280832872
7378,89310.58598170204
16154,182876.37714647985
3464,199110.98138596126
4197,243421.6020423615
9477,110819.17914893762
12705,195265.75601196746
16426,198543.5019360982
1481,67400.86892295092
9946,258661.53574485955
12025,225931.0938103903
5341,225929.65675329042
9923,291945.8354124421
7953,276275.89483731164
11066,266804.1444940874
5037,168435.5314876423
2509,191744.55074238524
4937,325991.72428004094
12089,384481.9155079738
4964,171692.9120922584
16500,272551.2189830742
4625,146654.3887759883
2363,396176.0613052858
8148,182925.39918641635
3804,183099.9073553526
4584,157212.41409942205
10694,105319.01565853618
2691,173389.30935382363
2983,219969.5497206635
13563,370008.5019371528
10747,212424.01409034655
1721,191975.85195824754
2789,266376.4785825929
7214,253579.22772646332
8659,241031.91893411436
5107,340129.0360116959
3843,248264.10153237212
14610,393474.7580949315
15505,157742.77511929843
5060,267605.75423428236
16055,248203.7626557334
