Id,Price
725,154435.82462416505
15856,179001.60960329365
5480,178319.4240989854
15664,344919.38651376864
14275,133366.29770219582
7633,171712.10745978236
13329,176869.24962925582
5502,199096.0601330034
4220,342048.5212071885
11538,220923.15792368562
15975,262886.4504968605
3310,224428.8635869561
9286,166210.61020765387
11260,197114.91213734227
5214,127393.97799644366
11307,173736.55861325978
13543,377299.56367621495
615,173193.04979319635
3495,222320.94520451047
2321,245673.89512420967
12046,176757.46691048567
16688,133490.09753065126
12694,222320.94520451047
783,168043.01411323954
8968,185367.32674022336
13454,197034.94720429872
12190,239437.72349581632
11160,175817.59894789342
10291,175776.60449053778
891,245676.74881598185
2982,180023.4483073597
3818,256255.9552375121
2449,148410.25847877917
8317,175019.34839994783
4922,173442.86478908506
1257,245282.42518502683
9348,178986.85994574285
4176,198722.46072334825
10704,209094.6931829228
6624,127393.97799644366
5428,175981.8425863859
12749,197114.91213734227
8994,221241.50311026454
11513,133490.09753065126
3047,179746.08537360578
9519,221778.34849171585
12309,174045.8471612351
14081,262886.4504968605
8334,260201.88052097458
6343,169120.9905488096
14788,129325.18452579131
15748,358500.33556408994
153,239046.25355663348
14149,175716.53444833716
269,166234.78681554273
5452,134598.90960995623
721,169604.07654698569
5079,366372.41044886917
2831,166210.61020765387
10614,127393.97799644366
10131,257913.76642337744
9996,319928.1872878428
3061,246120.6682000476
11733,366372.41044886917
3726,209323.3286401161
10929,174660.07182331328
9011,318885.7874817776
16182,290737.3423747095
4976,197114.91213734227
9897,244227.64171717982
1872,224253.89852344655
9205,380044.71606188297
5403,440144.6881820077
14074,197114.91213734227
6268,134134.9371363281
14232,173009.83138049344
8532,218477.36462074475
7034,257531.94361173164
6553,445970.4829510035
3133,197114.91213734227
8596,197114.91213734227
12389,228264.6349978707
14462,178678.27674124192
8860,358446.33443958504
8377,218576.86030862015
6367,319928.1872878428
6917,239437.72349581632
4216,179055.2170018101
5806,172982.41117474632
5438,175981.8425863859
6632,198722.46072334825
2650,175019.34839994783
5396,179879.58370491254
4044,166210.61020765387
1345,207696.00037898784
856,170366.53535515707
12791,247892.53993181768
12499,222436.85101738689
12249,129325.18452579131
14641,173725.91380627817
1919,170642.9598594011
7848,186840.3401584233
10749,180023.4483073597
15554,176588.3754450281
15834,184200.1976364935
1355,197034.94720429872
15451,175019.34839994783
12401,213543.8186936949
10290,172811.3269620091
9462,173432.53734379105
3103,243621.14223643244
3420,128933.43599599219
12262,243621.14223643244
5032,188953.04153610315
8949,246068.2187551647
15567,245282.42518502683
16389,170642.9598594011
7809,149525.00561715217
8990,167487.46646615
16089,262492.1268659054
12743,127393.97799644366
5132,129325.18452579131
1619,271893.4190177089
2428,127393.97799644366
16741,169260.33013322647
13193,241799.13702922288
12588,371848.91240129166
5067,197034.94720429872
14685,129325.18452579131
2292,173442.86478908506
5746,127393.97799644366
12578,175981.8425863859
14834,153474.16687468791
2147,175716.53444833716
8222,129325.18452579131
10419,239046.25355663348
11492,199464.56967338282
3006,199096.0601330034
8761,197114.91213734227
15371,278345.2864954
16367,175981.8425863859
6317,271893.4190177089
10878,302375.48729019635
3895,170846.18795177978
8041,134499.67268400846
13428,370756.9207966503
14669,170726.76029723312
1006,179790.00258695614
12271,179790.00258695614
3764,412832.03700656333
7675,197483.42167772175
11709,202697.28535081807
8629,175019.34839994783
1105,422500.3467874478
6096,175466.71945244848
11727,202511.38629198496
5157,193250.97944587783
3679,173058.9189844495
1755,174818.31861471973
7391,154423.95045270983
7425,127393.97799644366
6882,430590.70813703455
10752,370514.2205617467
7472,198722.46072334825
14320,127393.97799644366
9596,154216.96396825465
5317,179213.29924374734
7378,78746.43561972083
16154,180023.4483073597
3464,199096.0601330034
4197,239046.25355663348
9477,127393.97799644366
12705,199096.0601330034
16426,186840.3401584233
1481,75390.56327016755
9946,245282.42518502683
12025,171594.06983467925
5341,256255.9552375121
9923,337192.44609457254
7953,279555.5739106258
11066,247104.585690327
5037,175716.53444833716
2509,246120.6682000476
4937,333731.6326133746
12089,365788.60699225636
4964,168827.2967246349
16500,245282.42518502683
4625,167157.61125193184
2363,373701.85560346255
8148,175716.53444833716
3804,175019.34839994783
4584,174265.39244834695
10694,128010.12329973475
2691,176757.46691048567
2983,223006.9124327627
13563,275878.8276510477
10747,222436.85101738689
1721,186840.3401584233
2789,240747.20725314802
7214,261962.48449755576
8659,260201.88052097458
5107,262886.4504968605
3843,198348.8423640067
14610,368164.7164348558
15505,176757.46691048567
5060,237940.1654734798
16055,228264.6349978707
14963,171967.6881940208
4118,133490.09753065126
1672,128573.23670157659
3209,198722.46072334825
16515,134872.96828635596
973,175019.34839994783
12529,176010.2282725119
5896,127393.97799644366
5450,231403.47514327505
3249,171340.1459077904
8911,233311.33848293417
5898,239437.72349581632
1024,180023.4483073597
4766,169260.33013322647
15804,197114.91213734227
14303,176070.29831471253
10707,197114.91213734227
6605,223052.97974963402
1138,380759.1697928621
14088,372096.08725322277
9154,199096.0601330034
8190,197114.91213734227
398,264316.44804255845
13302,256255.9552375121
9696,140695.02914416383
16786,127393.97799644366
16230,178468.9881198303
6552,232619.15397146318
923,241407.66709004005
9602,262886.4504968605
5857,224440.8875188185
8120,175716.53444833716
7134,246120.6682000476
11726,172861.67648912608
8069,127393.97799644366
12420,176757.46691048567
8604,223963.62067778836
4854,242193.46066017792
12212,176404.92153183077
12099,303760.5874016557
3882,365678.0644751511
6995,292889.84624737274
10172,199096.0601330034
11672,245673.89512420967
12897,247892.53993181768
16097,179713.0152532692
6779,264316.44804255845
11199,197114.91213734227
10816,403631.1299882888
143,369530.8673449717
5399,247104.585690327
3286,166907.79625604313
13706,221962.16473769088
1935,376055.2671626921
16000,175981.8425863859
2860,177268.48901721754
11407,198348.8423640067
16378,237940.1654734798
12278,175716.53444833716
3842,171340.1459077904
2692,338420.8410701693
7699,178468.9881198303
6825,277742.18863273645
7268,258259.00792892714
1477,288897.31335485866
9887,154270.00577059668
9436,197114.91213734227
3179,239046.25355663348
1350,442892.87382569513
10643,207617.13152446863
5793,217756.91475959666
11494,447588.63939175964
4206,197403.45674467817
12419,241262.04467246932
8530,242903.59678798032
5985,168827.2967246349
8908,234065.40737849302
256,129325.18452579131
7234,175981.8425863859
5648,199096.0601330034
3014,256721.4460569428
2184,173353.03517122043
9189,272907.67698842025
14884,198348.8423640067
10333,140482.70512272228
15896,174906.97984034472
13269,154453.66573953946
8603,241801.99072099506
15087,175716.53444833716
